 n, WagnerPruss(T), Improved_Magnus(T), Huang(T), dales_formula
          31   46.442535172936772        46.443864520604400        46.548715741149010        46.328848438114569     
          32   42.215473042467700        42.204194161016602        42.323847210931568        42.099538616947022     
          33   38.339543722733225        38.316604806248485        38.449854748781220        38.221295661849609     
          34   34.788596749225320        34.754967813792639        34.900580921476937        34.668001417731361     
          35   31.538181359687915        31.494842060860716        31.651570065833237        31.415241660577575     
          36   28.565454377340100        28.513383156064013        28.679976106109031        28.440213190813502     
          37   25.849091881661703        25.789256381886830        25.964474146989495        25.721634639430114     
          38   23.369204579766112        23.302553277087831        23.485175756473421        23.239660911769246     
          39   21.107256789940113        21.034711767521447        21.223547851555896        20.975801194935954     
          40   19.045988947656557        18.968439753361643        19.162335098325428        18.912840456126698     
