 n, WagnerPruss(T), Improved_Magnus(T), Huang(T), dales_formula
         -40   8.9340454052417123E+025   10873.119219511107        10799.277505521464        7384.3742213509022     
         -39   9.1642213105797935E+025   10209.302685650062        10142.641470830758        6999.6349586642082     
         -38   9.4033144594171355E+025   9582.1410419744989        9522.0403365558668        6632.3477461245920     
         -37   9.6517435936868997E+025   8989.8385855564884        8935.7257720725211        6281.8502800209581     
         -36   9.9099504720436732E+025   8430.6754248797643        8382.0220903207664        5947.4998132724741     
         -35   1.0178401304579711E+026   7903.0048539504296        7859.3238034928499        5628.6727783579800     
         -34   1.0457588287123665E+026   7405.2507937927403        7366.0932375142365        5324.7644118272901     
         -33   1.0748031242713819E+026   6935.9053004164571        6900.8582047148921        5035.1883805125926     
         -32   1.1050279378471173E+026   6493.5261383311854        6462.2097340703203        4759.3764095565193     
         -31   1.1364913166777866E+026   6076.7344186721275        6048.7998583743774        4496.7779123745795     
         -30   1.1692546360421144E+026   5684.2123009919160        5659.3394576883165        4246.8596226683730     
         -29   1.2033828152172546E+026   5314.7007577636596        5292.5961583946846        4009.1052286052482     
         -28   1.2389445490166027E+026   4966.9974006318571        4947.3922871688637        3783.0150092808235     
         -27   1.2760125561406291E+026   4639.9543674397728        4622.6028791660674        3568.1054735780181     
         -26   1.3146638456805191E+026   4332.4762690547404        4317.1537397079337        3363.9090015374154     
         -25   1.3549800032294481E+026   4043.5181950062074        4030.0195587387343        3169.9734883503888     
         -24   1.3970474981839824E+026   3772.0837769455406        3760.2220773090298        2985.8619910877474     
         -23   1.4409580139561243E+026   3517.2233089314468        3506.8283053323189        2811.1523782728941     
         -22   1.4868088029686268E+026   3278.0319235403672        3268.9487898492066        2645.4369824089945     
         -21   1.5347030684717018E+026   3053.6478227974612        3045.7359330228492        2488.3222555666816     
         -20   1.5847503754024413E+026   2843.2505629206648        2836.3823590800403        2339.4284281375694     
         -19   1.6370670927064638E+026   2646.0593918679292        2640.1193294027730        2198.3891708573769     
         -18   1.6917768697612412E+026   2461.3316386759948        2456.2152049673850        2064.8512601995890     
         -17   1.7490111497800506E+026   2288.3611535780083        2283.9739553204563        1938.4742472389685     
         -16   1.8089097233397543E+026   2126.4767978868717        2122.7337132739344        1818.9301300821919     
         -15   1.8716213254646705E+026   1975.0409826315220        1971.8653744961268        1705.9030299596741     
         -14   1.9373042800180094E+026   1833.4482549342135        1830.7712411694306        1599.0888710709851     
         -13   2.0061271955024581E+026   1701.1239311184727        1698.8837088815699        1498.1950642729921     
         -12   2.0782697167561690E+026   1577.5227755395758        1575.6639959128802        1402.9401946976279     
         -11   2.1539233374564580E+026   1462.1277241322466        1460.6009140791987        1313.0537133827140     
         -10   2.2332922788100871E+026   1354.4486516736952        1353.2096802874844        1228.2756329968529     
          -9   2.3165944403248635E+026   1254.0211817641991        1253.0307679595087        1148.3562277359626     
          -8   2.4040624291265027E+026   1160.4055385320471        1159.6287974779750        1073.0557374660502     
          -7   2.4959446749122581E+026   1073.1854390749274        1072.5914648090882        1002.1440761831299     
          -6   2.5925066383268464E+026   991.96702565562885        991.52850745593298        935.40054485868916     
          -5   2.6940321213113323E+026   916.37783667629913        916.07070689800310        872.61354873433129     
          -4   2.8008246888255606E+026   846.06581546241227        845.86892667398160        813.58031912707247     
          -3   2.9132092122794703E+026   780.69835589504362        780.59318526707943        758.10663980203219     
          -2   3.0315335460505884E+026   719.96138393801039        719.93176295530077        706.00657796617998     
          -1   3.1561703496125234E+026   663.55847411490470        663.59034179248454        657.10221993285654     
           0   3.2875190690773798E+026   611.21000000000004        611.29117789025577        611.22341150286366     
           1   3.4260080933687083E+026   562.65231779643329        562.77230517566693        568.20750310428912     
           2   3.5720971018144142E+026   517.63698208495407        517.78676980479588        527.89909972888290     
           3   3.7262796216929843E+026   475.92999283684941        476.10189441836883        490.14981569933803     
           4   3.8890858162085132E+026   437.31107279539930        437.49857143201109        454.81803429737863     
           5   4.0610855255279799E+026   401.57297434136933        401.77058456065856        421.76867227867916     
           6   4.2428915859175618E+026   368.52081496958311        368.72395778420554        390.87294929662659     
           7   4.4351634546918680E+026   337.97144051552743        338.17633096941620        362.00816225266772     
           8   4.6386111716754255E+026   309.75281528320261        309.95636137160687        335.05746458702083     
           9   4.8539996912039997E+026   283.70343823802438        283.90315024854129        309.90965051924758     
          10   5.0821536224108522E+026   259.67178444149266        259.86569382829197        286.45894424418407     
          11   5.3239624196976366E+026   237.51577091754939        237.70235788265276        264.60479408446849     
          12   5.5803860699296258E+026   217.10224615402657        217.28037516780344        244.25167159684722     
          13   5.8524613280942069E+026   198.30650245633086        198.47536500451508        225.30887562523822     
          14   6.1413085589750131E+026   181.01181038448763        181.17087428105734        207.69034128945566     
          15   6.4481392489154259E+026   165.10897451886959        165.25793917325055        191.31445389436982     
          16   6.7742642590570862E+026   150.49590981433471        150.63466688760880        176.10386774022550     
          17   7.1211028996394378E+026   137.07723781708120        137.20583674542951        161.98532981070412     
          18   7.4901929141711276E+026   124.76390203327172        124.88251993776527        148.88950831140767     
          19   7.8832014726339356E+026   113.47280175336688        113.58171729362300        136.75082602735552     
          20   8.3019372845466345E+026   103.12644365112091        103.22601441632898        125.50729846419820     
          21   8.7483639558344414E+026   93.652610491308351        93.743253555836858        115.10037673396813     
          22   9.2246147282411130E+026   84.984046295456508        85.066221597757291        105.47479514236645     
          23   9.7330087567011058E+026   77.058157330128964        77.132353563073963        96.578423430833396     
          24   1.0276069098921784E+027   69.816728297627236        69.883451025850675        88.362123623075234     
